6,3,1993,16519
17,5,614,10096
32,5,429,14858
15,2,2365,15834
28,1,1865,16516
32,3,505,15659
25,5,1298,2700
11,3,423,7102
36,2,2711,16272
39,1,424,15326
38,4,2788,12835
15,1,1239,7702
19,2,201,6999
26,2,111,8108
11,1,1633,10122
21,2,2876,2556
2,4,1492,5557
27,1,1611,12021
36,2,2858,18284
10,3,2723,9975
32,2,2867,9387
22,2,805,6188
8,4,2158,15205
6,2,123,19503
38,4,2813,16570
23,2,968,7241
36,4,726,2080
1,5,1693,155
2,1,2334,19917
37,2,2027,17254
12,2,1286,839
24,1,2377,5983
25,2,995,11972
25,4,389,17760
32,1,2330,4916
29,5,1582,235
7,5,2286,12571
22,2,1192,149
38,1,2403,9311
33,2,649,2020
36,4,1704,12372
31,5,417,3949
23,5,2858,18388
39,2,1801,6962
18,1,2925,12273
18,2,763,15715
11,5,1939,8092
7,4,2921,7611
2,1,999,19700
16,1,542,2014
13,1,1799,8272
8,5,1046,9988
32,2,934,2841
32,2,2589,287
34,1,2726,13755
10,2,1739,2695
26,5,1738,9872
11,3,129,13976
28,2,2514,15778
29,2,1525,3228
30,4,928,3862
17,1,1722,5047
33,1,2955,5803
15,3,925,11384
10,1,944,16930
36,5,954,12815
26,4,2304,5842
14,2,338,15468
18,3,542,1898
34,2,1732,5184
5,3,2401,19922
16,4,1814,6882
11,5,2607,10420
31,5,2000,13554
32,2,175,13748
8,3,1473,8275
26,4,2493,12912
7,1,1293,7427
35,2,2264,5236
36,3,2749,9384
25,2,2071,8300
39,5,2085,15869
1,1,1811,19365
6,2,967,5377
19,4,904,13606
9,3,977,1747
7,2,1640,14982
28,5,2350,16314
35,3,2527,18021
1,2,1589,2832
21,5,343,19557
39,2,2447,1030
22,5,2202,3559
10,3,140,6202
33,4,2631,12034
17,5,1921,1602
35,3,2709,17445
31,5,289,8056
37,4,122,9899
24,4,2434,4314
38,1,2316,10669
36,3,595,10617
7,3,708,4289
7,2,1927,8616
24,1,1805,16554
19,2,1430,11640
5,5,2553,17222
4,4,2214,12898
27,1,2112,10141
21,3,2788,16055
28,2,1486,2967
15,2,801,18648
20,2,2203,10096
32,3,1224,1606
3,3,1959,6412
21,5,1485,13476
22,5,2584,17419
23,3,1474,17492
25,5,462,1273
22,3,2017,3440
19,5,1549,8174
28,3,865,9528
17,5,1438,15171
15,3,2546,14458
35,5,1930,16834
13,2,2051,15888
22,3,2168,8202
33,5,105,7761
12,1,1996,9798
28,5,1543,4972
35,4,309,2717
26,1,1887,18704
1,3,428,10480
19,5,2020,4273
38,3,2051,17557
22,3,993,7478
31,1,1660,15567
8,4,1589,11067
11,4,2027,10265
15,1,235,14063
38,4,1550,14348
8,1,1540,7349
5,3,637,16979
31,5,1917,18291
36,3,1891,16411
13,3,2000,9805
33,4,670,19673
30,4,694,7022
20,1,551,8901
25,3,2102,16828
12,2,2498,16571
11,1,2803,2609
13,2,2083,13293
15,3,55,17241
37,2,2105,7579
7,4,2115,14886
5,1,1932,15464
21,1,852,11350
34,2,1367,7486
17,5,1448,14044
39,1,2715,6666
27,1,1190,6018
23,4,2671,4055
8,3,2921,14138
13,2,302,16183
25,5,2140,11642
23,2,2305,16427
11,5,454,6916
33,5,2176,11253
8,1,256,15056
5,2,473,4151
28,3,2329,20000
24,2,2534,11386
18,1,2995,12517
39,5,1127,5793
34,1,96,15833
34,5,1260,13791
6,3,2786,7957
11,1,1424,18
32,5,1501,634
5,4,2683,15527
8,5,2161,13392
10,4,2885,19352
30,3,2953,8193
13,4,2993,19079
12,2,2307,5485
20,5,2804,12226
2,5,2006,17802
5,5,2164,827
20,3,2643,3358
7,1,2074,1784
14,3,1385,330
13,1,2232,19280
3,2,1889,6986
13,1,1489,11935
13,1,1420,13944
30,4,1175,9590
1,2,780,7820
13,5,2911,15644
19,3,419,10315
1,5,1178,10853
16,2,1186,13244
33,3,1399,8582
28,5,2393,19993
30,2,2521,6735
29,4,2229,72
12,1,1596,2797
37,3,738,14789
14,3,313,11962
1,1,2412,17614
2,3,1764,18680
19,2,2698,3188
32,5,2484,19279
15,3,539,5052
31,5,1548,15238
37,2,1358,8749
29,2,2759,866
23,3,302,17017
6,1,1683,13496
33,3,2368,18231
32,3,1247,18593
21,3,1757,8697
40,2,2796,6679
35,2,1747,12814
2,3,2931,15916
2,1,2871,19462
37,2,1634,3933
37,2,2606,4613
13,2,2421,928
32,2,699,3596
15,2,1973,3256
31,2,2009,4328
8,1,112,12591
38,2,1088,2916
18,3,1082,16382
23,3,416,6298
23,4,2728,2652
28,1,2601,13510
25,1,807,1903
14,5,1554,16429
4,5,1881,9649
23,4,2440,3694
10,4,130,6150
1,4,2028,8452
3,3,1881,3443
27,1,1971,19809
15,3,2769,9998
35,2,133,16204
27,2,1741,2879
33,3,686,8382
20,4,2916,16174
35,3,1739,19246
29,1,2570,1616
31,5,2037,12868
23,2,1961,4013
19,5,746,18646
18,4,837,18430
32,5,373,11842
30,5,623,1267
1,4,2125,949
15,1,2585,11302
18,3,2978,6114
21,2,1565,14226
20,4,1351,17202
19,1,1405,18155
20,1,2229,17989
34,3,363,14271
13,3,1204,3621
27,5,446,12696
22,3,153,4775
22,4,148,2240
31,2,971,15099
36,4,2846,13061
25,2,2709,1973
35,5,441,19306
10,4,2829,13953
14,3,829,16425
7,3,2518,19595
28,2,2523,7739
16,4,2186,8313
28,3,1992,7827
2,1,2563,8927
1,3,1550,7485
4,1,418,15955
23,2,1811,10757
8,2,1972,2673
31,3,1876,10674
11,4,2479,18369
10,5,976,3318
6,2,771,15195
3,1,103,358
28,1,326,319
16,4,864,1113
14,1,736,8070
28,4,1246,1687
19,4,400,5522
1,1,90,2131
36,1,997,11901
32,5,425,15872
2,5,1178,14083
22,1,342,18464
24,4,375,11284
13,3,2207,16564
10,5,1383,4000
38,5,830,14656
27,4,2321,6807
28,5,2336,15289
28,4,827,11528
2,3,1751,4265
15,4,2012,3558
24,4,2131,16612
9,1,1521,14552
38,4,1141,15442
34,5,2480,15303
19,4,257,13425
1,1,147,15146
16,1,878,6251
14,1,2891,7671
27,4,2490,397
21,3,2169,1044
4,4,603,15050
16,4,1544,418
23,5,701,13152
19,4,246,1867
1,3,2683,19096
6,2,1939,11466
32,1,2177,13253
3,4,917,1194
36,1,1446,18809
16,2,876,11404
8,2,2025,17838
3,2,278,12747
4,2,949,8378
35,2,1973,6768
16,4,701,15162
8,1,2427,6731
17,4,486,13851
13,2,1249,14581
26,2,1125,8985
5,1,1628,704
21,5,1874,14287
5,2,1976,1606
15,1,1421,9605
9,1,2223,15193
12,1,2858,8227
27,1,583,1580
19,4,2211,4999
11,1,975,15105
31,1,1086,3941
6,3,2786,9806
29,2,309,17587
34,1,1028,18905
35,4,805,1613
34,1,2468,12426
1,3,2391,6598
32,2,2186,4570
35,1,249,6527
26,4,75,881
28,2,1397,10185
28,4,532,12515
17,4,253,4671
18,2,2191,12273
4,5,2398,8216
19,1,1775,1060
38,1,2814,18918
31,1,2903,3667
24,3,1965,18268
31,3,2794,10510
34,4,2089,15604
37,5,1863,557
22,1,2343,16243
23,1,2290,4505
6,1,315,233
29,5,2762,11901
40,1,543,9593
26,4,739,19166
25,2,927,18544
19,1,2888,7340
40,5,2190,9921
35,4,2203,6705
5,2,2697,10988
21,1,294,6322
16,5,1940,3854
35,4,2835,13940
31,3,2828,13613
4,4,530,14872
14,1,464,5952
12,4,2495,12407
40,2,2589,2526
5,1,2314,6027
37,1,1690,12299
13,5,2500,18303
11,5,688,14017
6,2,1058,3205
31,4,296,2749
9,5,2903,18679
33,3,1549,15386
12,4,301,7836
18,4,2300,10449
8,1,811,1404
30,1,1626,14694
7,4,1389,15969
2,1,1153,18773
27,4,314,14467
2,1,204,18358
14,4,2008,1212
12,1,1343,8274
36,5,2118,14737
7,2,187,8404
27,3,657,2385
24,4,324,1815
6,2,446,7050
35,4,554,17142
3,4,162,16193
5,3,1325,10989
34,1,1983,11595
12,1,2622,8554
6,4,2587,6724
39,4,1917,17609
13,3,1761,2829
17,4,1251,14573
12,2,1502,10952
1,4,2600,12414
19,2,2014,17125
30,5,2853,11345
32,3,2082,1947
14,5,1582,13306
30,1,2263,16785
19,3,531,10300
8,4,1902,9198
36,4,646,856
7,4,880,19503
29,3,925,10660
23,5,2043,19772
34,1,64,7462
2,4,143,5275
40,2,1707,11248
29,3,2977,14541
1,2,2927,5873
33,3,2279,238
38,1,1671,10337
8,4,1901,82
7,1,873,19898
27,2,1857,17911
37,2,1002,15770
16,4,2114,17532
26,3,2011,17563
5,4,2287,988
40,4,465,5769
10,5,1834,19584
29,2,2089,13518
6,4,635,9795
8,3,1629,13871
31,5,469,5912
10,4,2923,4101
27,3,2097,6924
34,2,272,7205
32,3,1721,16742
13,3,998,11869
1,1,2895,11365
9,4,1954,15716
11,5,2555,7336
25,2,2814,5070
10,5,2743,10263
33,3,299,510
32,2,1342,3172
35,1,1061,14225
6,2,919,10484
14,4,287,13476
21,5,2963,6414
18,5,157,4481
17,1,1838,323
14,2,2202,5123
30,1,1742,11916
2,3,2773,6813
31,5,2049,9761
2,5,1121,2644
1,5,1235,17450
16,2,169,14687
36,4,1177,11368
19,5,2946,15326
39,3,1423,2095
8,1,1723,19889
24,1,601,5046
1,1,2095,7113
13,1,1100,1910
6,5,199,4445
27,4,697,14718
35,3,1105,10435
13,1,1300,3419
20,3,1355,18837
36,1,1097,12504
24,5,1023,15793
15,5,2933,6312
6,3,1180,3183
16,3,1430,9676
27,2,1236,12066
10,1,2734,2961
3,3,1057,2831
27,5,2781,1379
9,3,1793,14505
19,4,882,1110
25,3,1337,17871
21,4,951,14591
19,4,2203,10704
21,5,1099,6058
20,4,641,1723
3,1,2794,19261
23,3,432,418
27,2,962,4468
1,2,263,13356
18,2,186,12567
9,1,1849,17802
12,4,1895,18008
7,4,185,7952
29,2,101,14155
6,5,1261,1570
9,4,2653,15396
24,1,765,15926
18,2,771,2297
15,1,1356,924
23,4,2990,14335
22,5,1100,17284
14,5,1555,3342
26,4,2444,5618
20,3,2347,2917
10,1,61,10258
30,2,1959,7000
39,5,1962,7230
11,4,198,9062
20,4,1422,2312
6,5,1157,18416
17,3,1691,10758
40,1,1458,11769
6,2,979,14992
16,2,2961,15451
17,5,1213,18423
14,5,983,19984
14,1,552,19289
26,4,2677,2480
20,2,336,12711
16,3,2167,6796
40,4,381,17133
34,1,1896,15314
26,4,1270,4078
36,4,171,1201
13,2,766,676
26,4,904,15671
19,4,220,9447
19,4,1383,759
31,2,430,10421
28,4,327,304
13,1,509,3801
20,3,2452,18384
39,3,2880,13691
18,3,1911,871
40,4,2216,13028
24,4,1347,17026
31,1,1875,11553
28,1,565,14918
9,3,1299,2582
10,4,476,11009
35,2,853,9106
35,1,336,2331
3,4,104,2341
21,5,803,7006
22,3,2924,18557
9,2,2052,3059
37,5,1951,17332
35,5,1982,10386
16,2,1548,4308
40,5,1358,7810
24,2,796,14770
29,2,753,1110
25,1,1390,16577
34,1,328,16540
22,4,997,8709
38,2,2842,4529
39,4,2222,12011
32,4,2833,1748
17,2,813,8511
22,4,630,6910
21,5,2682,7716
11,2,940,1217
6,5,2701,6440
35,1,520,6801
33,4,725,4463
2,3,569,2721
31,2,377,19158
34,2,1667,3633
17,4,2852,10941
13,4,2760,223
14,4,838,1825
14,5,711,8963
2,5,1335,19196
25,1,90,10349
15,1,1353,19532
29,2,504,15460
4,1,932,10610
14,2,159,16368
22,4,480,15627
27,5,1857,3136
32,1,2390,17665
3,1,2038,10721
29,2,392,3703
35,2,1957,6121
11,1,683,19183
17,1,2782,806
14,3,222,4841
11,5,1052,9302
19,2,1945,5353
14,3,442,16086
27,3,462,15637
9,1,1535,9510
15,4,2321,8327
37,1,2038,5915
35,5,455,12607
4,4,1243,8892
22,5,382,1169
19,3,1058,3132
31,3,1361,2421
20,2,1671,17145
33,5,468,4998
5,3,689,16671
6,3,2349,9543
21,2,785,18850
40,5,144,1256
3,5,1496,15942
9,5,1648,19291
34,1,2075,4712
22,3,2693,703
32,3,94,2031
22,1,602,5140
31,3,794,8288
36,4,1326,2672
20,2,2759,19483
23,4,1774,2519
18,4,1568,3510
16,5,2792,14516
20,5,1781,13635
15,5,677,12290
15,4,1293,12367
33,4,987,11951
23,5,606,13966
39,2,96,9639
20,2,791,19357
25,5,1847,6204
22,2,1927,4232
9,2,1645,3794
37,5,1233,3729
12,1,800,6493
36,2,1141,3996
34,4,2898,521
25,5,1998,14523
5,1,2783,6416
33,5,2738,7749
7,1,633,16663
36,5,2230,19503
35,2,451,1774
7,2,1092,16357
38,4,356,11193
5,1,735,18290
4,5,1530,10097
37,4,1127,9841
24,4,1571,11466
29,2,2903,5767
3,1,1814,19127
6,2,1745,12541
11,1,2452,5211
28,5,2235,5099
25,3,382,4558
40,2,128,13344
1,5,577,8628
27,1,2601,18971
26,2,411,15150
35,4,871,5598
35,1,457,18104
29,1,544,726
31,5,1525,1440
4,2,2176,4790
37,3,1800,7798
22,2,2523,9291
8,1,2002,2752
37,3,61,11727
22,3,694,9237
11,3,1421,10302
10,4,2263,6776
19,5,2949,19720
18,4,890,977
34,4,1109,1093
8,5,2231,7452
12,3,976,5479
15,4,2666,11046
22,1,1798,12633
7,5,1462,5371
21,3,1944,388
8,3,2894,6029
9,5,2915,11412
21,1,2911,10073
37,3,853,10761
6,5,846,19041
24,5,2301,11923
39,2,2355,14660
32,4,1939,9171
6,1,1128,4304
17,5,829,8324
12,1,2072,16015
34,1,886,9037
31,1,1904,7895
24,5,2074,18163
12,2,164,4928
29,2,1585,7608
6,1,2999,18476
3,2,2240,3251
39,2,2706,4398
31,4,2422,5225
27,4,536,18442
34,1,1567,12951
7,2,1791,18415
16,2,1455,18897
21,3,552,15386
20,5,2783,4790
5,4,805,11444
27,4,974,19358
34,4,1821,15178
22,3,2509,14467
20,4,1745,10357
23,2,1789,16951
38,1,2650,17859
36,1,992,141
26,3,2145,3336
23,1,712,10841
30,1,346,15241
39,2,1524,7424
22,1,1327,1980
4,5,2575,3963
39,3,1985,18116
21,5,452,14762
31,4,2213,17789
11,5,628,12494
36,2,1651,18996
39,4,99,11759
36,3,2723,19397
39,1,2931,13160
40,4,1491,10119
33,5,471,14703
8,2,127,13654
36,5,2890,6493
6,4,2087,3629
14,1,2691,12006
7,2,2955,8199
19,1,1653,8295
13,5,1723,9641
5,2,1207,9047
5,2,2411,412
6,3,2769,15871
9,1,160,1837
17,4,1776,5065
32,1,2591,1073
30,3,853,12654
9,1,2453,461
17,5,64,7499
1,4,516,8061
37,2,2960,1811
7,3,1714,2995
17,1,1823,1443
3,3,1679,11121
15,4,653,8916
21,4,1743,7087
40,3,1430,7428
31,1,1563,18605
31,4,998,12374
6,3,2165,19537
34,1,2699,18195
25,5,531,14386
5,2,1311,12837
9,3,2143,294
13,4,910,3660
13,4,1637,4424
8,5,1792,18873
22,4,2661,570
24,4,2952,9789
17,3,1823,7678
29,4,1562,7426
10,4,1708,10074
34,1,2791,15594
16,3,863,15158
16,5,1818,1072
24,2,128,9465
24,2,393,6604
14,1,2154,13281
34,1,1300,4957
34,4,575,4790
31,2,758,7665
22,2,1007,8301
37,2,2918,7560
31,2,713,1567
29,5,1848,4708
19,1,1599,11931
17,4,2408,17561
3,3,1681,7521
14,1,794,8707
6,2,944,4127
24,3,1242,19815
14,4,2187,4925
2,2,923,18457
9,3,885,19767
8,3,1269,5249
39,2,2176,14187
33,2,822,16000
12,3,2145,1282
1,4,1460,1558
11,4,2432,1692
18,1,350,12822
15,4,108,9330
25,4,2880,17698
20,2,478,12970
24,3,2699,17403
9,2,51,3635
14,2,422,4964
1,5,626,17204
34,3,2900,2243
17,1,1277,7638
40,2,981,2224
25,3,519,15219
6,5,1290,14678
5,1,343,16769
21,2,512,9530
20,2,1616,3815
10,2,494,2221
38,5,1069,15938
38,1,204,3214
10,4,950,12275
22,4,501,2327
21,4,2629,12482
40,4,1798,2731
4,1,1761,14706
18,5,89,11593
10,5,533,18144
5,1,453,19453
26,2,1952,19197
16,3,1129,1571
36,5,2757,7254
11,3,461,5033
22,5,1068,15016
21,5,337,3917
8,1,1563,10862
11,5,48,19377
34,3,53,12483
16,5,942,18368
2,2,2680,14091
1,3,2278,15784
36,4,2110,13635
28,1,486,12812
30,5,377,5373
29,3,2281,5269
40,1,1381,5353
32,5,499,1867
23,5,2109,5762
16,5,1477,5130
17,3,472,3458
37,1,2693,15735
28,3,2679,745
4,4,1112,1397
13,2,2888,14563
16,3,2726,14616
21,4,2175,4796
26,3,2505,15845
26,3,1927,13710
11,1,1893,7756
17,2,462,19314
40,3,2735,7578
17,2,730,7487
3,1,1705,4596
12,1,1013,4967
17,2,1795,19098
19,4,2166,12889
8,3,1133,6710
37,2,55,3902
18,4,364,19523
36,3,1196,15228
36,4,329,9099
33,3,1563,16224
1,4,396,2750
8,2,2855,19642
14,2,2266,3593
31,1,2690,1859
23,5,1201,18785
17,1,259,5072
7,4,421,9143
35,1,2132,14451
11,5,2529,15340
25,5,2845,15266
23,3,2633,7187
25,3,1354,208
21,5,2145,11718
22,2,1450,9537
21,4,633,5263
25,5,575,2008
8,5,2596,1896
12,3,982,16892
13,3,2731,10954
35,5,1346,16718
24,2,2168,5510
15,2,1437,14571
6,1,2330,8839
15,1,1673,10533
23,2,1080,802
7,3,68,3945
39,1,1698,3223
33,2,2246,7154
16,3,580,10475
21,1,2778,19867
1,4,509,13788
18,2,2764,6556
34,5,2812,10833
26,3,2757,10494
3,3,2695,4364
38,3,217,2116
1,5,2721,7398
22,1,629,4449
27,5,1520,1096
19,4,162,17468
9,2,2868,826
27,4,1571,13549
30,4,2806,2495
29,4,2639,2892
28,3,531,4681
38,4,2708,1506
32,4,1577,7421
28,5,2213,14402
35,4,41,16986
3,5,843,2599
30,4,246,10616
14,4,57,217
33,5,755,1502
34,3,2649,5212
27,2,2771,3865
16,5,1565,559
33,4,499,1461
14,1,2253,2787
38,2,95,9268
12,4,765,9273
23,5,308,10754
13,3,1940,5038
9,5,935,6367
19,3,1615,176
9,5,561,11728
29,5,857,16616
38,1,1253,7741
24,4,304,13481
26,3,2837,15923
14,1,563,17857
11,1,1311,17501
16,5,1185,1803
9,1,179,6184
35,2,1809,19689
36,1,290,1387
35,4,289,11440
23,2,112,6435
1,1,2653,17388
36,5,2899,6390
23,2,2886,5942
31,1,418,10424
36,4,719,17640
23,4,2113,5446
28,2,1105,10952
3,5,528,14116
12,3,1806,4390
21,4,2106,10386
26,3,2445,13821
40,2,2330,14967
10,1,2468,15018
29,1,1340,17732
14,3,1625,8867
37,1,435,11456
17,4,1514,9511
1,1,2363,3492
15,4,1294,1127
7,2,170,14255
8,5,1411,18143
26,2,299,13130
37,3,1615,11776
1,4,2470,4517
16,3,2636,5044
12,5,538,1880
18,5,2735,15453
40,3,467,15156
2,3,387,240
36,4,2512,5634
10,4,2875,8052
24,4,1168,4811
1,3,2796,4621
15,1,2708,17384
5,5,2566,18209
3,2,367,15727
3,2,848,15370
35,4,1244,2228
15,3,2040,17110
33,1,332,14047
12,4,2032,6510
4,1,1225,9662
36,3,576,3530
24,4,2795,9065
17,5,1524,9573
27,3,358,15388
11,4,1888,18204
8,4,2744,3948
10,2,826,12959
30,5,1499,9649
31,3,807,663
26,1,392,19641
9,5,1139,12345
40,4,2551,1233
17,1,786,8852
4,1,982,19661
29,1,295,11293
8,4,137,10996
17,5,762,3048
33,3,1443,1578
11,1,937,17895
34,4,1620,1295
37,4,1888,13858
22,1,1605,13673
24,2,1537,6825
2,5,1940,13025
1,2,226,18431
24,3,1677,778
10,3,97,7623
3,2,1481,2160
24,4,2864,7387
31,1,1267,12800
12,3,2495,13564
20,4,1828,86
38,1,2542,15929
26,2,1064,18093
23,1,2392,17395
37,1,2078,3521
38,2,935,15090
6,1,2976,11813
20,4,507,18303
8,3,2301,13810
26,4,2792,5730
3,3,2885,15972
22,1,1107,6143
18,4,862,5897
24,5,2722,13429
6,2,2047,8143
9,5,459,15543
1,2,2324,13571
10,2,1092,9317
34,2,350,14650
11,2,702,19501
11,4,2644,17888
18,3,1637,2923
3,4,1566,8825
4,5,1435,6416
1,5,1866,15480
28,1,2000,19517
34,5,2147,10355
17,5,2647,18297
9,3,353,19213
17,4,1089,14683
37,5,2127,915
6,4,2985,11362
21,2,494,3107
21,3,2945,14361
3,2,2618,1763
36,5,2239,3469
13,2,1210,18400
40,3,2911,14103
39,5,2658,4337
8,3,1275,18270
4,3,1478,9235
30,3,280,2845
36,3,426,13582
38,2,46,16094
38,2,2565,14807
23,2,124,11916
24,5,124,13033
40,2,2847,15322
33,1,1201,12682
31,3,81,7167
1,2,2217,12805
4,3,1253,9614
16,1,1484,18191
21,2,982,17594
38,3,2954,7033
27,1,1050,5934
39,4,99,16236
40,5,802,18159
13,1,2099,5908
40,2,2425,5285
39,1,2499,15128
28,5,609,9299
32,2,218,17137
21,1,2420,8603
1,2,2254,11683
26,4,2538,17745
35,3,2491,13124
36,2,1636,19448
11,4,330,9770
24,1,374,5041
8,5,2990,13149
1,2,1205,1653
36,2,495,4638
2,3,2820,177
39,1,1604,17348
24,4,389,9511
1,1,2078,15866
6,1,2846,18959
14,4,2125,14895
10,3,2640,15422
14,2,1225,7148
11,4,848,733
5,1,1347,10044
19,1,2538,14163
8,1,89,3048
7,4,926,7151
25,4,2826,1157
2,1,1731,8479
16,4,2028,9906
27,1,1895,11185
35,2,1972,19586
37,1,2909,208
22,3,1813,13002
1,5,509,2834
21,2,584,17806
31,3,2056,9232
1,5,2261,13199
1,4,610,18397
32,4,2752,5488
36,5,2591,13036
26,3,2364,19406
29,1,649,7400
14,1,112,6262
25,1,892,3330
5,4,1598,3859
2,5,2950,9072
21,4,2112,17791
21,2,1821,16043
36,1,809,8394
26,1,1680,16198
25,4,1564,19241
25,4,1730,2111
2,2,1156,10644
10,3,2990,5036
1,4,1208,19350
29,2,1659,9714
14,5,2371,15881
28,5,45,15567
31,4,240,10702
23,3,2304,17040
15,4,558,8514
18,3,872,10927
